CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.01,Receita de Venda de Bens e/ou Serviços,848920000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-435064000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-528809000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.03,Resultado Bruto,98858000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.03,Resultado Bruto,320111000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04,Despesas/Receitas Operacionais,-56649000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04,Despesas/Receitas Operacionais,-149811000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02,Despesas Gerais e Administrativas,-98116000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02,Despesas Gerais e Administrativas,-117971000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-716000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-2560000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.02,Despesas com Pessoal,-37901000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.02,Despesas com Pessoal,-54478000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.03,Despesas Gerais e Administrativas,-13186000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.03,Despesas Gerais e Administrativas,-19305000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-40393000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-33751000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.05,Impostos e Taxas,-3644000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.05,Impostos e Taxas,-5547000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.02.06,Despesa de Depreciação,-2276000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.02.06,Despesa de Depreciação,-2330000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,-89000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.03.02,Provisão de impairment,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.03.02,Provisão de impairment,-89000.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.04,Outras Receitas Operacionais,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.04,Outras Receitas Operacionais,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.04.02,Resultado na venda de ativos permanentes,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.04.02,Resultado na venda de ativos permanentes,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.05,Outras Despesas Operacionais,41467000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.05,Outras Despesas Operacionais,-31751000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,42209000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,170300000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.06,Resultado Financeiro,6449000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.06,Resultado Financeiro,71077000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.06.01,Receitas Financeiras,171756000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.06.01,Receitas Financeiras,313524000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.06.02,Despesas Financeiras,-165307000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.06.02,Despesas Financeiras,-242447000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,48658000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.07,Resultado Antes dos Tributos sobre o Lucro,241377000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,2193000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-36502000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.08.01,Corrente,-2545000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.08.01,Corrente,-42969000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.08.02,Diferido,4738000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.08.02,Diferido,6467000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.09,Resultado Líquido das Operações Continuadas,50851000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.09,Resultado Líquido das Operações Continuadas,204875000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.10,Resultado Líquido de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.11,Lucro/Prejuízo Consolidado do Período,50851000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.11,Lucro/Prejuízo Consolidado do Período,204875000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,50851000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.11.01,Atribuído a Sócios da Empresa Controladora,204875000.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.11.02,Atribuído a Sócios Não Controladores,0.0,S
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.99,Lucro por Ação - (Reais / Ação),0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.99.01,Lucro Básico por Ação,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.99.01.01,ON,3854.704527,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.99.01.01,ON,16848.600000000002,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.99.02,Lucro Diluído por Ação,0.0,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2017-01-01,2017-12-31,3.99.02.01,ON,3854.704527,N
10.629.105/0001-68,2018-12-31,1,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2018-01-01,2018-12-31,3.99.02.01,ON,16848.600000000002,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.01,Receita de Venda de Bens e/ou Serviços,848920000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.01,Receita de Venda de Bens e/ou Serviços,1644346000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-524489000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-940379000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.03,Resultado Bruto,324431000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.03,Resultado Bruto,703967000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04,Despesas/Receitas Operacionais,-137816000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04,Despesas/Receitas Operacionais,174289000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.01,Despesas com Vendas,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02,Despesas Gerais e Administrativas,-117971000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02,Despesas Gerais e Administrativas,-245716000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-2560000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.01,Despesas com Geologia e Geofísica,-595000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.02,Despesas com Pessoal,-54478000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.02,Despesas com Pessoal,-48245000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.03,Despesas Gerais e Administrativas,-19305000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.03,Despesas Gerais e Administrativas,-25147000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-33751000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.04,Despesas com Serviços de Terceiros,-34519000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.05,Impostos e Taxas,-5547000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.05,Impostos e Taxas,-11130000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02.06,Despesa de Depreciação,-2330000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02.06,Despesa de Depreciação,-126080000.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.03,Perdas pela Não Recuperabilidade de Ativos,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.03.01,Baixa de poço seco,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.03.02,Provisão de impairment,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.03.02,Provisão de impairment,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.04,Outras Receitas Operacionais,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.04,Outras Receitas Operacionais,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.04.01,Resultado na venda de participação no Solimões,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.04.02,Resultado na venda de ativos permanentes,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.04.02,Resultado na venda de ativos permanentes,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.04.03,Outras,0.0,N
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05,Outras Despesas Operacionais,-19845000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05,Outras Despesas Operacionais,420005000.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06,Resultado de Equivalência Patrimonial,0.0,S
10.629.105/0001-68,2019-12-31,3,PRIO S.A.,22187,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,186615000.0,S
