CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.04.01,Empréstimos e Financiamentos,1224306.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.04.01,Empréstimos e Financiamentos,1519966.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.04.01.01,Em Moeda Nacional,109.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.04.01.01,Em Moeda Nacional,57738.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.04.01.02,Em Moeda Estrangeira,1224197.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.04.01.02,Em Moeda Estrangeira,1462228.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.04.02,Debêntures,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.04.02,Debêntures,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.04.03,Financiamento por Arrendamento,223049.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.04.03,Financiamento por Arrendamento,252645.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05,Outras Obrigações,12396.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05,Outras Obrigações,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02,Outros,12396.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02,Outros,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.01,Dividendos e JCP a Pagar,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.01,Dividendos e JCP a Pagar,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.04,Instrumentos Financeiros e Derivativos,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.04,Instrumentos Financeiros e Derivativos,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.05,Gastos com Emissão de Ação a Pagar,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.05,Gastos com Emissão de Ação a Pagar,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.06,Contas a pagar Petra,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.06,Contas a pagar Petra,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.07,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.07,Outras obrigações,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.08,Adiantamento de Parceiros,40.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.08,Adiantamento de Parceiros,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.09,Adiantamento para Alienação de Ativo Fixo,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.09,Adiantamento para Alienação de Ativo Fixo,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.05.02.20,Outros,12356.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.05.02.20,Outros,0.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06,Provisões,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06,Provisões,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.01.01,Provisões Fiscais,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.01.01,Provisões Fiscais,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.02,Outras Provisões,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.02,Outras Provisões,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,-2649.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,-2649.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02,Passivo Não Circulante,1654867.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02,Passivo Não Circulante,1492121.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01,Empréstimos e Financiamentos,810703.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01,Empréstimos e Financiamentos,763208.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01.01,Empréstimos e Financiamentos,421270.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01.01,Empréstimos e Financiamentos,389753.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01.01.01,Em Moeda Nacional,54203.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01.01.01,Em Moeda Nacional,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01.01.02,Em Moeda Estrangeira,367067.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01.01.02,Em Moeda Estrangeira,389753.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01.02,Debêntures,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01.02,Debêntures,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.01.03,Financiamento por Arrendamento,389433.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.01.03,Financiamento por Arrendamento,373455.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02,Outras Obrigações,14918.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02,Outras Obrigações,14600.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.01,Passivos com Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.01.01,Débitos com Coligadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.01.03,Débitos com Controladores,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.01.04,Débitos com Outras Partes Relacionadas,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.02,Outros,14918.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.02,Outros,14600.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.02.03,Fornecedores,13233.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.02.03,Fornecedores,13640.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.02.02.04,Outras obrigações,1685.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.02.02.04,Outras obrigações,960.0000000000,N
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.03,Tributos Diferidos,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.03,Tributos Diferidos,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04,Provisões,829246.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04,Provisões,714313.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,65613.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,75809.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.01.01,Provisões Fiscais,23154.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.01.01,Provisões Fiscais,14243.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,42459.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,61566.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.01.03,Provisões para Benefícios a Empregados,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.01.04,Provisões Cíveis,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.02,Outras Provisões,763633.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.02,Outras Provisões,638504.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.02.01,Provisões para Garantias,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,PENÚLTIMO,2019-12-31,2.02.04.02.02,Provisões para Reestruturação,0.0000000000,S
10.629.105/0001-68,2020-12-31,1,PRIO S.A.,22187,DF Consolidado - Balanço Patrimonial Passivo,REAL,MIL,ÚLTIMO,2020-12-31,2.02.04.02.02,Provisões para Reestruturação,0.0000000000,S
